Co,Si,Pt,O,Ni,Gd,Al
1314,0,1080,29167,497,62,4599
1144,0,1125,29156,420,48,4702
980,0,1179,29151,342,43,4807
812,0,1229,29130,272,31,4899
655,0,1284,29134,199,23,5000
500,0,1333,29112,135,23,5076
348,0,1385,29114,86,22,5182
286,0,1436,29107,74,23,5212
282,0,1563,29117,65,21,5099
303,0,1692,29135,70,19,4983
310,0,1811,29150,80,22,4878
336,0,1928,29150,94,22,4759
352,0,2073,29171,103,24,4642
372,0,2187,29182,122,31,4539
393,0,2314,29191,149,36,4422
409,0,2430,29201,161,43,4317
423,0,2574,29206,174,45,4213
442,0,2713,29226,198,47,4093
435,0,2731,29223,208,45,3951
405,0,2644,29236,210,37,3687
381,0,2579,29233,216,39,3460
353,0,2520,29237,240,35,3219
326,0,2455,29233,258,44,2981
298,0,2386,29232,278,53,2731
273,0,2318,29235,294,58,2495
241,0,2260,29245,318,69,2251
226,0,2214,29251,347,77,2036
197,0,2135,29251,375,93,1789
195,0,2076,29242,405,108,1574
189,0,2026,29229,407,109,1665
168,0,1943,29192,421,92,1907
152,0,1891,29153,426,76,2145
128,0,1831,29116,438,69,2412
110,0,1755,29072,454,66,2680
88,0,1688,29039,469,62,2938
68,0,1623,29002,484,51,3199
48,0,1562,28969,486,40,3448
28,0,1498,28936,505,43,3723
9,0,1424,28893,526,43,3989
0,0,1387,28857,560,50,4283
21,0,1394,28872,543,51,4326
95,0,1436,28898,538,46,4350
168,0,1480,28924,534,44,4372
257,0,1546,28961,533,53,4408
339,0,1595,28995,541,50,4448
425,0,1652,29019,539,48,4472
510,0,1706,29051,545,44,4495
587,0,1754,29069,548,54,4519
672,0,1817,29098,551,62,4561
760,0,1865,29130,547,65,4587
846,0,1958,29160,588,72,4673
765,6,1782,29158,531,68,4775
715,22,1606,29156,493,67,4926
667,41,1442,29160,466,74,5123
617,60,1273,29169,438,84,5300
566,78,1102,29168,405,91,5461
525,95,939,29174,376,106,5639
484,115,780,29166,347,110,5798
432,134,618,29155,319,116,5980
391,151,456,29157,295,131,6152
353,173,293,29167,267,144,6328
352,186,239,29182,262,153,6402
322,167,369,29266,237,139,5962
307,146,519,29360,218,126,5551
287,129,692,29448,196,116,5113
261,111,857,29530,185,105,4678
246,91,1027,29648,172,92,4244
224,71,1194,29734,162,85,3797
205,54,1341,29825,150,79,3400
192,36,1510,29923,137,75,2968
176,19,1683,30007,123,73,2529
172,0,1859,30119,134,77,2100
166,0,1927,30151,146,74,1900
156,0,1837,30041,149,67,1876
141,0,1753,29933,175,57,1874
128,0,1651,29828,202,46,1877
115,0,1559,29709,234,39,1886
103,0,1469,29595,262,39,1888
89,0,1384,29499,292,41,1886
75,0,1287,29386,321,35,1898
61,0,1200,29293,357,34,1906
49,0,1100,29181,385,35,1914
44,0,1004,29069,422,39,1940
44,0,972,29040,433,39,1962
70,0,1049,29073,424,33,2050
101,0,1127,29133,419,27,2172
125,0,1201,29150,419,29,2292
154,0,1284,29200,415,30,2405
187,0,1368,29237,418,30,2535
213,0,1439,29275,406,34,2628
245,0,1510,29310,404,42,2751
274,0,1594,29355,406,52,2873
306,0,1669,29404,401,59,3009
341,0,1763,29446,407,69,3142
337,0,1762,29469,392,68,3244
358,0,1689,29506,384,60,3378
386,0,1614,29532,384,52,3506
412,0,1546,29555,382,43,3636
446,0,1464,29588,383,41,3769
479,0,1398,29608,386,37,3888
505,0,1327,29634,382,42,4017
541,0,1262,29669,386,41,4143
572,0,1189,29692,383,39,4282
611,0,1112,29720,390,43,4415
644,0,1070,29751,405,48,4575
617,0,1026,29724,377,49,4439
572,0,1045,29694,359,50,4246
531,0,1082,29645,349,55,4061
486,0,1123,29614,336,53,3873
448,0,1143,29583,315,42,3704
408,0,1181,29548,315,42,3530
370,0,1208,29506,304,47,3354
327,0,1243,29482,293,46,3176
282,0,1278,29444,290,56,2986
251,0,1307,29410,293,68,2823
246,0,1379,29372,297,75,2684
242,0,1382,29298,297,65,2758
263,0,1461,29229,294,55,2940
277,0,1545,29161,304,45,3095
297,0,1625,29104,310,42,3249
311,0,1709,29028,318,37,3422
328,0,1777,28968,331,27,3569
350,0,1852,28897,344,25,3736
368,0,1948,28823,349,24,3904
386,0,2019,28763,371,21,4064
403,0,2111,28693,396,22,4240
428,0,2237,28650,411,24,4369
402,4,2307,28770,380,20,4079
388,18,2413,28892,350,17,3786
381,30,2517,29018,337,14,3499
367,42,2635,29143,307,10,3229
358,52,2740,29260,283,9,2972
347,63,2854,29399,267,6,2684
336,82,2970,29533,248,1,2396
324,91,3085,29662,229,0,2118
317,105,3194,29786,206,0,1858
304,116,3315,29908,198,0,1588
302,120,3378,29977,190,0,1506
289,106,3283,29942,176,0,1794
276,95,3195,29904,177,0,2142
267,83,3116,29860,172,0,2473
256,72,3043,29822,164,0,2797
248,60,2968,29784,159,0,3104
241,50,2885,29756,159,1,3453
227,33,2807,29710,163,3,3774
218,21,2729,29659,157,5,4117
216,9,2652,29623,163,7,4457
210,0,2578,29584,171,10,4759
226,0,2540,29556,178,11,4915
282,0,2476,29549,194,7,4837
347,0,2424,29542,221,11,4771
416,0,2376,29540,246,13,4696
480,0,2335,29542,271,18,4639
551,0,2279,29531,297,23,4546
616,0,2236,29518,330,30,4473
682,0,2190,29506,360,35,4422
757,0,2143,29498,400,45,4361
820,0,2116,29505,429,53,4272
887,0,2068,29488,474,60,4228
880,0,2076,29526,462,57,4106
812,0,2149,29567,439,49,3865
748,0,2217,29609,425,42,3630
689,0,2293,29645,420,34,3401
629,0,2360,29695,416,29,3182
564,0,2434,29741,406,21,2952
500,0,2512,29777,394,15,2724
433,0,2594,29844,393,10,2491
370,0,2662,29873,390,6,2252
312,0,2728,29923,385,4,2057
262,0,2826,29966,392,5,1864
276,0,2699,30003,371,6,1861
333,0,2514,30054,391,6,1893
395,0,2333,30104,407,13,1933
450,0,2167,30136,412,19,1986
512,0,1986,30198,428,30,2034
572,0,1807,30258,441,36,2084
632,0,1619,30289,453,55,2139
691,0,1436,30354,476,68,2182
754,0,1253,30396,489,75,2251
813,0,1103,30440,501,88,2304
883,0,972,30487,531,98,2364
812,0,1040,30411,491,86,2370
724,11,1162,30322,445,71,2422
637,22,1287,30246,414,62,2464
558,33,1405,30163,377,56,2523
473,46,1529,30069,341,40,2563
385,58,1659,29988,306,33,2608
300,71,1796,29901,275,25,2659
212,84,1917,29828,248,19,2717
134,95,2040,29740,220,18,2782
46,107,2172,29651,193,12,2852
0,118,2324,29590,198,12,2956
0,115,2166,29624,218,14,3153
1,121,2031,29656,253,17,3398
10,126,1891,29698,296,20,3657
16,130,1774,29735,339,25,3890
23,133,1638,29766,370,38,4136
32,138,1513,29797,422,45,4391
38,144,1377,29826,470,53,4647
45,147,1252,29876,512,63,4899
52,152,1132,29913,552,72,5118
61,158,1006,29952,605,90,5364
61,165,947,29972,625,93,5501
104,145,1014,29991,580,89,5353
161,130,1111,29990,572,79,5248
210,114,1208,30006,573,81,5121
266,93,1300,30005,564,82,5011
323,80,1396,30014,565,77,4880
382,63,1487,30030,567,74,4758
437,46,1601,30043,568,75,4653
490,30,1675,30045,570,81,4531
550,16,1775,30046,567,84,4404
610,0,1883,30051,583,98,4296
621,0,1915,30054,591,96,4275
586,3,1866,30026,564,85,4252
570,12,1833,30030,549,70,4224
550,22,1796,30013,523,63,4204
538,31,1765,29995,492,54,4177
516,41,1722,29985,473,45,4156
500,53,1687,29967,444,32,4146
484,63,1650,29955,421,27,4119
470,70,1610,29953,406,24,4104
449,82,1580,29949,389,24,4090
443,93,1537,29925,394,21,4081
433,92,1506,29944,383,17,4070
396,82,1412,29982,388,9,4048
373,70,1322,30009,398,2,4046
356,62,1225,30050,407,0,4036
331,52,1134,30102,417,0,4033
318,40,1035,30142,428,0,4033
294,30,937,30182,440,2,4029
280,21,840,30226,451,5,4029
264,11,753,30264,466,7,4020
244,0,661,30305,480,8,4023
247,0,572,30367,519,9,4037
266,0,572,30362,498,9,3889
286,0,614,30342,485,9,3684
305,0,652,30336,479,9,3514
324,0,700,30322,486,13,3318
348,0,737,30301,488,14,3119
370,0,786,30298,504,14,2923
393,0,826,30282,508,19,2740
414,0,868,30270,517,24,2562
440,0,916,30260,526,31,2376
477,0,973,30249,523,36,2187
507,0,1043,30232,560,44,2017
470,1,971,30254,555,37,2103
424,14,918,30268,565,32,2216
377,27,871,30288,580,31,2330
334,43,823,30311,585,30,2452
287,56,765,30328,589,37,2569
238,70,723,30354,601,48,2694
195,85,669,30370,616,61,2811
157,100,624,30372,623,67,2929
115,114,569,30393,638,78,3056
74,127,521,30406,663,88,3177
42,141,511,30438,679,102,3327
38,125,592,30504,639,93,3202
35,114,677,30563,600,90,3116
40,99,778,30645,566,81,3028
44,83,885,30710,539,79,2955
48,67,990,30784,514,80,2862
50,54,1089,30856,479,78,2785
55,40,1193,30917,445,83,2705
57,27,1296,30973,420,91,2622
61,14,1407,31051,392,97,2531
75,0,1514,31114,371,103,2456
83,0,1616,31178,383,100,2389
90,0,1793,31219,385,88,2357
102,0,1999,31264,375,75,2343
119,0,2217,31307,367,60,2335
136,0,2432,31358,359,49,2329
156,0,2651,31397,363,35,2331
173,0,2871,31436,355,21,2326
191,0,3070,31477,362,13,2327
204,0,3287,31519,358,11,2334
224,0,3512,31559,363,15,2328
247,0,3743,31610,377,23,2340
248,0,3761,31589,376,25,2311
249,0,3589,31467,351,20,2286
254,0,3409,31334,327,15,2297
255,0,3216,31222,317,14,2289
255,4,3039,31088,298,12,2281
256,13,2849,30949,281,17,2281
262,17,2686,30834,267,19,2282
262,23,2506,30706,253,19,2292
268,29,2317,30581,236,22,2293
276,37,2149,30452,220,23,2288
288,43,1956,30328,215,28,2318
308,42,1893,30284,203,26,2552
376,56,1871,30288,195,21,2920
458,67,1841,30297,205,18,3340
539,86,1827,30326,210,19,3774
621,104,1819,30324,216,28,4202
703,125,1796,30349,235,32,4622
780,140,1798,30362,238,37,5004
855,162,1787,30357,255,45,5426
943,188,1777,30362,270,52,5850
1026,211,1764,30385,284,60,6288
1124,237,1767,30394,311,71,6718
1101,226,1662,30349,301,67,6663
1052,201,1497,30281,292,66,6444
999,176,1335,30223,290,64,6243
955,151,1165,30150,279,64,6028
913,126,1001,30089,282,61,5825
868,103,849,30035,286,72,5632
819,78,700,29973,296,76,5430
779,53,534,29904,295,77,5222
732,29,371,29848,298,84,5006
688,9,218,29783,302,90,4805
652,0,122,29724,309,102,4651
599,20,110,29626,309,101,4964
558,66,120,29531,316,95,5413
509,123,153,29428,327,88,5867
472,177,187,29318,346,83,6321
425,234,223,29200,365,79,6783
378,283,258,29113,381,73,7202
343,344,280,29027,399,72,7649
302,401,314,28917,424,73,8111
264,455,351,28822,458,75,8563
229,514,393,28711,484,69,9015
234,565,438,28625,526,68,9471
284,509,535,28497,485,65,8937
373,451,669,28382,445,60,8453
457,396,810,28243,409,63,7955
549,337,954,28135,370,72,7455
643,282,1109,28010,331,77,6950
725,230,1231,27898,306,85,6510
815,172,1372,27765,263,92,6007
916,118,1516,27636,232,101,5517
1006,64,1653,27508,202,111,5014
1104,17,1835,27397,163,120,4522
1157,0,1922,27304,158,128,4189
1050,8,1811,27296,160,126,4376
955,22,1716,27301,167,129,4569
851,46,1619,27295,181,141,4784
754,64,1520,27296,201,149,4984
667,86,1430,27293,220,153,5171
571,108,1338,27285,242,177,5377
473,135,1243,27281,262,188,5590
388,150,1146,27291,291,201,5803
296,176,1046,27279,314,210,5996
220,195,971,27274,352,225,6183
199,205,923,27237,362,231,6378
252,187,949,27157,377,213,6431
326,177,1006,27072,406,192,6517
403,165,1050,26967,429,175,6599
479,153,1095,26891,458,157,6658
546,145,1145,26802,484,146,6742
629,134,1194,26712,509,117,6813
705,122,1245,26614,544,103,6888
785,110,1293,26534,569,90,6970
862,107,1347,26443,611,73,7039
936,105,1402,26354,655,72,7138
999,105,1694,26325,658,69,7315
1089,94,2314,26351,638,65,7638
1181,83,2944,26384,626,54,7974
1284,72,3577,26418,616,56,8316
1369,60,4153,26455,605,58,8602
1462,50,4782,26474,601,60,8934
1572,37,5409,26506,595,69,9248
1661,28,6031,26542,585,80,9603
1766,17,6666,26562,573,92,9923
1871,4,7282,26591,566,101,10250
1978,0,7862,26619,570,111,10562
1926,0,7770,26537,549,108,10548
1795,16,7390,26389,514,105,10363
1672,30,7025,26254,485,103,10174
1549,50,6638,26109,453,99,10002
1434,64,6298,25982,427,95,9828
1314,82,5905,25850,395,96,9645
1193,96,5539,25714,367,98,9464
1065,115,5154,25573,341,91,9276
942,131,4773,25431,313,97,9105
837,146,4430,25305,289,99,8944
728,167,4081,25167,292,99,8772
793,151,4356,24934,271,92,8306
936,138,4766,24680,271,82,7803
1072,120,5191,24427,279,71,7301
1194,110,5576,24203,275,60,6844
1337,84,5991,23954,282,52,6359
1491,70,6401,23726,295,41,5843
1631,52,6828,23482,306,39,5357
1765,36,7235,23221,313,33,4845
1912,20,7651,22970,325,32,4356
2051,6,8036,22744,339,34,3900
2203,0,8460,22513,366,35,3460
2016,0,8925,21710,370,41,3349
1837,0,9431,20935,393,50,3272
1661,0,9936,20152,417,64,3214
1508,0,10406,19430,442,78,3152
1325,0,10909,18647,472,94,3089
1145,0,11424,17857,504,108,3029
961,0,11915,17074,532,119,2980
794,0,12433,16293,564,137,2910
635,0,12889,15569,595,156,2853
462,0,13401,14790,629,176,2814
380,0,13908,13961,658,181,2762
392,0,14369,12888,637,167,2491
429,0,14828,11817,621,143,2218
463,0,15244,10839,633,122,1967
498,0,15711,9781,639,110,1700
537,0,16165,8719,645,88,1435
574,0,16637,7638,653,72,1166
608,0,17085,6567,653,55,904
647,0,17561,5506,660,43,645
684,0,17973,4532,676,25,405
721,0,18440,3479,699,21,173
760,0,18494,2733,706,20,87
756,0,17803,2478,688,18,79
748,0,17113,2216,668,16,67
735,0,16467,1974,659,16,58
736,0,15770,1713,649,19,47
728,0,15085,1457,639,20,37
719,0,14394,1198,624,19,27
714,0,13690,930,620,18,18
708,0,13072,704,612,22,11
702,0,12364,451,609,22,3
700,0,11671,209,620,20,0
673,0,11466,132,609,22,4
619,0,11776,117,564,23,32
571,0,12079,104,522,48,68
526,0,12325,92,484,58,101
479,0,12611,75,451,89,136
427,0,12910,61,409,118,170
383,0,13206,47,381,147,207
335,0,13492,33,346,169,243
289,0,13764,20,314,199,273
244,0,14059,9,275,234,310
202,0,14351,0,258,264,343
259,0,14552,0,271,259,333
361,0,14733,0,329,236,299
456,0,14877,0,373,216,265
551,0,15052,0,438,202,232
649,0,15207,0,485,182,194
754,0,15390,0,547,171,159
851,0,15558,0,609,147,126
944,0,15715,0,657,137,93
1045,0,15886,0,718,130,58
1147,0,16052,0,787,126,21
1246,0,16235,0,844,127,0
1199,0,15730,0,793,118,0
1150,0,15100,4,761,106,0
1113,0,14504,10,724,94,8
1074,0,13877,22,685,86,13
1032,0,13245,30,647,82,20
986,0,12616,37,622,75,25
943,0,11989,48,578,69,32
902,0,11402,58,550,64,40
862,0,10754,64,517,65,48
827,0,10134,74,490,66,58
814,0,9535,82,500,72,63
758,0,9651,74,483,69,58
727,0,9790,64,479,68,48
695,0,9949,58,485,64,40
666,0,10088,48,494,60,32
643,0,10233,37,493,60,25
614,0,10379,30,506,58,20
586,0,10523,22,522,58,13
560,0,10659,10,538,53,8
531,0,10818,4,540,59,0
503,0,10972,0,563,70,0
505,0,11105,0,607,78,0
452,0,11189,0,715,73,0
407,0,11292,0,830,69,8
354,0,11397,0,950,70,15
303,0,11498,0,1071,73,23
251,0,11610,4,1202,83,31
201,0,11704,6,1325,88,42
154,0,11818,8,1447,93,52
106,0,11919,10,1580,101,61
55,0,12035,13,1709,107,71
6,0,12124,15,1837,117,81
0,0,12207,17,1869,122,93
21,0,12237,14,1729,117,131
51,0,12270,11,1582,121,197
82,0,12289,9,1443,124,259
116,0,12316,7,1300,124,321
153,0,12351,5,1141,126,386
186,0,12370,1,1009,137,454
216,0,12380,0,887,139,514
250,0,12409,0,742,146,581
281,0,12430,0,597,153,647
321,0,12479,0,467,169,720
376,0,12602,0,439,170,720
509,0,12811,0,402,160,649
684,0,13056,0,383,145,575
863,0,13301,0,366,133,501
1040,0,13542,0,352,136,429
1218,0,13791,0,337,133,351
1384,0,14002,0,328,130,284
1559,0,14236,0,314,131,208
1738,0,14474,0,310,141,141
1924,0,14723,0,298,140,65
2111,0,14984,0,312,155,8
2070,0,15157,0,316,150,0
1898,12,15313,0,364,134,8
1744,26,15495,0,429,117,20
1575,40,15652,0,480,104,31
1418,57,15828,0,542,95,46
1266,70,15997,0,605,83,60
1120,87,16146,0,659,79,76
957,104,16317,0,723,79,95
809,117,16487,0,782,68,110
650,132,16661,0,850,63,127
519,148,16828,0,935,67,143
590,140,17002,0,915,62,132
749,123,17222,0,894,53,118
895,110,17424,0,877,45,100
1049,92,17646,0,861,36,84
1203,78,17850,0,848,34,66
1344,63,18038,0,827,32,52
1503,49,18242,0,807,33,36
1660,32,18466,0,786,31,22
1813,18,18665,0,769,40,11
1966,4,18878,0,762,50,0
2138,0,19109,0,761,60,0
1984,0,18528,0,717,54,0
1823,0,17885,0,674,61,0
1662,0,17274,0,643,70,0
1510,0,16649,0,616,85,0
1348,0,16028,0,591,96,0
1203,0,15466,0,565,108,0
1039,0,14831,0,540,130,0
881,0,14206,0,509,143,0
726,0,13594,0,483,163,0
578,0,12976,0,464,184,0
493,0,12505,0,465,200,0
504,0,12884,4,468,189,0
517,0,13281,16,496,167,0
536,0,13697,32,531,161,0
552,0,14111,45,564,157,0
571,0,14480,58,594,144,0
600,0,14886,74,631,138,0
619,0,15302,88,664,142,0
637,0,15711,104,698,126,0
663,0,16115,116,736,120,0
688,0,16528,131,780,127,0
707,0,16801,141,810,127,0
641,0,16801,129,785,116,0
589,0,16794,121,775,103,0
545,0,16803,113,760,101,0
497,0,16804,104,760,88,3
465,0,16802,93,755,89,7
420,0,16809,82,744,81,9
383,0,16805,74,745,79,11
338,0,16805,64,737,82,15
304,0,16814,58,739,83,18
273,0,16804,48,739,89,20
256,0,16760,42,762,93,21
277,0,16643,36,768,83,18
296,0,16526,32,795,78,18
326,0,16433,26,828,82,20
355,0,16323,22,852,92,21
376,0,16217,14,877,105,24
404,0,16092,10,921,111,25
425,0,15990,6,950,113,27
454,0,15867,0,977,126,33
495,0,15762,0,1014,143,42
538,0,15647,0,1048,158,47
529,0,15455,0,1072,158,46
498,0,15105,0,1075,137,39
463,0,14806,0,1080,123,32
434,0,14483,0,1087,130,25
403,0,14184,0,1089,118,21
377,0,13877,0,1108,113,17
349,0,13553,0,1125,98,10
316,0,13239,0,1131,90,7
293,0,12914,0,1142,93,0
264,0,12624,0,1149,97,0
242,0,12293,0,1179,103,0
245,6,12814,0,1154,95,0
286,51,13637,7,1144,84,0
329,104,14448,17,1142,73,0
378,155,15261,29,1133,63,0
423,204,16018,40,1136,67,0
473,257,16829,52,1139,70,0
521,311,17649,63,1131,72,0
567,364,18455,74,1131,72,0
625,410,19253,85,1132,68,0
672,462,20016,98,1134,81,0
739,519,20830,107,1162,89,0
732,592,21619,99,1111,81,15
730,712,22410,106,1070,85,51
737,843,23203,116,1018,80,100
738,955,23925,135,983,91,147
746,1080,24721,150,926,100,197
752,1210,25532,167,884,109,238
753,1335,26329,186,829,119,296
760,1458,27103,203,797,141,340
769,1572,27834,217,753,162,385
769,1695,28630,240,717,186,429
793,1820,29432,269,716,199,479
737,1895,30221,297,725,182,499
699,1992,31023,357,785,166,571
659,2118,31823,431,852,147,635
627,2217,32566,490,905,133,704
599,2340,33360,566,971,119,772
559,2463,34163,638,1033,108,859
533,2575,34965,715,1097,95,932
488,2692,35769,784,1169,87,1012
460,2799,36508,851,1233,82,1075
426,2922,37301,930,1291,84,1168
426,3024,37744,1074,1331,89,1244
392,3052,37090,1631,1286,78,1246
367,3109,36439,2215,1240,68,1257
343,3138,35844,2747,1203,68,1262
314,3203,35196,3325,1173,61,1271
296,3248,34541,3922,1128,56,1280
271,3300,33883,4501,1091,54,1293
249,3350,33235,5087,1051,55,1303
222,3388,32593,5677,1019,61,1317
203,3440,31997,6219,981,65,1331
183,3489,31345,6788,964,74,1353
185,3455,30051,7383,961,75,1322
175,3254,27878,7976,941,66,1188
167,3066,25736,8535,940,66,1052
169,2884,23751,9065,941,62,926
162,2701,21583,9667,945,61,789
164,2503,19430,10239,949,65,653
166,2317,17260,10809,948,70,519
165,2123,15097,11402,947,74,386
166,1944,13097,11939,947,77,260
166,1757,10944,12515,949,88,132
173,1563,8773,13093,960,97,18
172,1623,7877,12900,949,97,0
152,1860,7815,12159,916,90,0
148,2068,7756,11466,899,80,0
140,2318,7695,10735,883,70,0
130,2549,7628,9968,871,66,5
126,2792,7571,9229,852,56,8
118,3037,7502,8479,841,45,10
113,3266,7460,7735,826,39,12
110,3491,7394,7042,820,32,16
109,3725,7330,6283,797,25,18
116,3977,7291,5550,815,29,21
130,4156,7211,4996,770,28,20
181,4357,7130,4524,739,25,17
226,4525,7074,4063,709,22,15
274,4727,7020,3582,684,32,11
329,4922,6950,3089,648,34,9
379,5115,6885,2617,620,34,7
438,5306,6821,2118,598,43,7
481,5485,6770,1672,569,54,6
537,5681,6704,1195,538,58,8
589,5877,6634,736,514,65,9
657,6055,6615,330,510,77,11
608,6147,6566,290,496,71,10
573,6218,6563,257,500,67,8
555,6277,6560,224,497,63,7
532,6345,6559,190,513,59,5
508,6419,6559,156,510,52,2
491,6485,6553,122,514,47,0
465,6563,6559,87,518,42,0
441,6625,6551,59,525,39,0
429,6689,6535,27,540,39,0
414,6757,6539,6,552,36,0
415,6845,6558,0,585,35,0
376,7127,6584,0,566,29,0
337,7375,6619,0,585,26,0
301,7650,6679,0,600,21,0
281,7925,6718,0,624,18,0
256,8191,6757,0,640,24,0
224,8460,6792,0,678,36,0
207,8721,6844,0,698,40,0
184,8985,6877,0,728,47,0
153,9260,6917,0,758,55,0
156,9525,6972,0,790,62,0
168,9749,7022,0,812,70,0
149,9760,7140,0,840,59,14
129,9779,7263,0,845,52,30
108,9805,7404,0,875,44,58
88,9811,7525,0,897,39,78
75,9837,7647,0,915,36,102
51,9859,7783,0,938,33,127
38,9891,7899,0,958,18,148
20,9909,8016,0,986,14,169
1,9916,8129,0,1016,12,190
0,9938,8269,0,1055,9,217
0,9871,8225,0,1065,4,227
41,9712,7955,0,1027,0,213
88,9522,7677,0,999,0,195
138,9339,7407,0,970,0,182
192,9160,7128,0,946,0,166
241,8974,6862,0,913,0,152
285,8797,6607,0,892,11,141
336,8623,6321,0,869,20,132
387,8438,6049,0,850,27,114
435,8261,5771,0,829,33,98
488,8075,5497,0,822,40,83
481,8215,5481,0,775,38,75
433,8574,5591,0,744,34,85
381,8960,5728,0,703,27,109
341,9338,5868,0,679,18,132
292,9714,6008,0,634,14,150
252,10120,6131,0,605,11,179
214,10461,6270,0,574,10,200
164,10846,6380,0,544,9,228
118,11238,6520,0,505,12,255
77,11619,6670,0,472,16,284
49,12005,6822,0,475,18,319
46,12020,7052,0,475,15,304
41,11883,7434,0,462,7,284
35,11752,7830,0,455,2,275
27,11623,8204,0,457,5,264
22,11494,8605,0,456,16,254
18,11362,8974,0,461,21,249
12,11238,9338,0,465,25,239
5,11102,9711,0,467,32,235
0,10983,10108,0,481,37,228
0,10854,10504,0,487,43,228
0,10711,10889,0,509,48,243
52,10489,11005,0,478,44,234
196,10245,11113,0,448,37,213
341,9994,11203,0,432,31,193
486,9734,11304,0,409,24,172
640,9480,11412,0,390,18,165
779,9264,11511,0,375,15,151
915,9003,11607,0,366,10,133
1066,8746,11713,0,354,7,123
1222,8499,11818,0,340,9,110
1364,8245,11922,0,342,11,105
1502,8011,12045,0,368,13,106
1366,8152,11485,0,340,11,143
1239,8287,10978,0,346,9,207
1110,8427,10470,0,361,7,273
984,8551,9978,0,367,4,338
860,8681,9466,0,385,1,410
736,8807,9009,0,392,2,471
607,8941,8501,0,418,5,545
494,9065,7990,0,437,7,614
363,9191,7495,0,458,9,688
247,9342,6994,0,477,10,765
203,9394,6713,0,497,10,808
185,9131,7165,0,459,10,752
165,8863,7627,0,445,8,702
141,8604,8067,0,429,13,656
119,8343,8530,0,408,14,611
105,8092,8947,0,394,17,570
90,7822,9387,0,378,20,523
75,7557,9845,0,363,25,473
63,7295,10302,0,356,30,432
50,7043,10757,0,343,35,392
40,6764,11213,0,353,41,359
41,6716,11363,0,368,43,331
107,7024,11051,0,405,37,306
197,7337,10714,0,463,32,284
283,7640,10394,0,527,29,266
369,7952,10086,0,581,24,248
454,8242,9783,0,645,25,236
531,8541,9470,0,707,24,218
623,8851,9145,0,776,25,201
717,9160,8816,0,835,26,187
808,9460,8510,0,901,25,171
899,9753,8214,0,965,29,170
918,9894,8167,0,953,28,170
896,9913,8376,0,858,24,152
882,9912,8587,0,769,19,136
870,9926,8801,0,676,13,114
864,9939,8988,0,590,9,97
852,9942,9196,0,497,10,80
845,9933,9393,0,403,14,58
836,9950,9601,0,310,18,41
817,9965,9822,0,231,26,21
817,9959,10026,0,154,34,8
816,9963,10204,0,105,41,0
803,9957,10142,0,108,40,0
754,9928,9960,0,134,33,0
718,9889,9769,0,174,25,0
679,9859,9589,0,218,20,0
645,9822,9406,0,255,17,0
609,9800,9229,0,301,13,0
569,9772,9036,0,341,8,0
536,9739,8839,0,385,8,0
491,9711,8656,0,437,8,0
473,9682,8498,0,479,6,0
447,9646,8293,0,525,6,0
444,9654,8291,0,533,6,0
445,9655,8293,0,534,4,0
442,9653,8279,0,533,4,0
442,9654,8273,0,526,5,0
431,9659,8261,0,503,6,0
